,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
5057,2021S002859    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Diumenge,2021,5,Maig,30,Matí,13,No és causa del  vianant,Motocicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,428508.41,4585102.13,2.143460715,41.412443473
5058,2021S002859    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Diumenge,2021,5,Maig,30,Matí,13,No és causa del  vianant,Motocicleta,Dona,29,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428508.41,4585102.13,2.143460715,41.412443473
5059,2021S003878    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0133 0147,Dilluns,2021,7,Juliol,12,Tarda,15,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428461.6,4585247.52,2.142883481,41.413748775
5060,2021S005610    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0134U0134U,Dijous,2021,10,Octubre,7,Matí,12,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428484.07,4585130.36,2.143166173,41.412695563
5061,2021S005023    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0134U0134U,Dissabte,2021,9,Setembre,11,Nit,22,No és causa del  vianant,Bicicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428484.07,4585130.36,2.143166173,41.412695563
5062,2021S005306    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0169 0203,Dijous,2021,9,Setembre,23,Tarda,20,No és causa del  vianant,Motocicleta,Dona,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428379.67,4585475.09,2.141876298,41.415791103
5063,2021S002648    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0169 0203,Dimecres,2021,5,Maig,19,Tarda,21,No és causa del  vianant,Motocicleta,Dona,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428379.67,4585475.09,2.141876298,41.415791103
5064,2021S003216    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0207 0207,Dilluns,2021,6,Juny,14,Matí,9,No és causa del  vianant,Motocicleta,Home,12,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428305.13,4585679.3,2.140960242,41.417623688
5065,2021S003216    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0207 0207,Dilluns,2021,6,Juny,14,Matí,9,No és causa del  vianant,Motocicleta,Dona,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428305.13,4585679.3,2.140960242,41.417623688
5066,2021S004339    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0223 0225,Dilluns,2021,8,Agost,2,Matí,10,No és causa del  vianant,Autobús,Dona,51,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428293.92,4585771.93,2.140815128,41.418456967
5067,2021S000757    ,6,Gràcia,28,Vallcarca i els Penitents,229908,Mare de Déu del Coll,0013 0017,Dissabte,2021,2,Febrer,13,Matí,11,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429048.97,4584661.92,2.149979611,41.4085266
5068,2021S004343    ,6,Gràcia,28,Vallcarca i els Penitents,229908,Mare de Déu del Coll,0035 0035,Dilluns,2021,8,Agost,2,Matí,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428989.75,4584742.0,2.149261744,41.409242617
5069,2021S007645    ,6,Gràcia,28,Vallcarca i els Penitents,229908,Mare de Déu del Coll,0070 0070,Dimecres,2021,12,Desembre,29,Nit,22,No és causa del  vianant,Motocicleta,Dona,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428875.01,4584914.21,2.147868811,41.410783496
5070,2021S003447    ,6,Gràcia,28,Vallcarca i els Penitents,230000,Mare de Déu del Coll,0015 0015,Dimarts,2021,6,Juny,22,Matí,8,No és causa del  vianant,Motocicleta,Dona,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428603.18,4585289.05,2.14457247,41.414135416
5071,2021S004114    ,6,Gràcia,28,Vallcarca i els Penitents,230000,Mare de Déu del Coll,0015 0015,Dimecres,2021,7,Juliol,21,Tarda,21,No és causa del  vianant,Motocicleta,Home,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428603.18,4585289.05,2.14457247,41.414135416
5072,2021S002016    ,6,Gràcia,28,Vallcarca i els Penitents,230000,Mare de Déu del Coll,0015 0015,Diumenge,2021,4,Abril,18,Tarda,16,No és causa del  vianant,Motocicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428603.18,4585289.05,2.14457247,41.414135416
5073,2021S001958    ,6,Gràcia,28,Vallcarca i els Penitents,230000,Mare de Déu del Coll,0015 0015,Divendres,2021,4,Abril,16,Matí,8,No és causa del  vianant,Bicicleta,Dona,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428603.18,4585289.05,2.14457247,41.414135416
5074,2021S001546    ,6,Gràcia,28,Vallcarca i els Penitents,279407,Repartidor,0035 0035,Dijous,2021,3,Març,25,Tarda,17,No és causa del  vianant,Ciclomotor,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428926.25,4584998.36,2.14847194,41.411545937
5075,2021S007358    ,6,Gràcia,28,Vallcarca i els Penitents,299801,Sant Eudald,0004 0004,Divendres,2021,12,Desembre,17,Nit,22,No és causa del  vianant,Motocicleta,Home,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428650.95,4585219.62,2.145152196,41.413514332
5076,2021S002050    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0001 0001,Dimarts,2021,4,Abril,20,Matí,9,No és causa del  vianant,Turisme,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,427936.06,4585528.58,2.136562321,41.416233185
5077,2021S002050    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0001 0001,Dimarts,2021,4,Abril,20,Matí,9,No és causa del  vianant,Turisme,Dona,9,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427936.06,4585528.58,2.136562321,41.416233185
5078,2021S005470    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0017 0021,Divendres,2021,10,Octubre,1,Tarda,17,No és causa del  vianant,Motocicleta,Dona,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,428001.24,4585565.52,2.137337778,41.416571734
5079,2021S003025    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0036 0038,Diumenge,2021,6,Juny,6,Tarda,19,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428134.36,4585621.65,2.138923848,41.417089196
5080,2021S000645    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0065 0069,Dilluns,2021,2,Febrer,8,Matí,10,No és causa del  vianant,Motocicleta,Dona,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428198.69,4585945.78,2.139655045,41.420014252
